-8.607600000000003249e+00 -4.149559999999996762e+01 -1.090360000000001008e+02 7.453163834479996364e-02 3.236905129085596577e+00 9.287606923834404782e+00
-7.151968421052642633e+00 -4.030258947368420053e+01 -1.088775894736841678e+02 -1.534134281764000796e-01 3.195477057969509094e+00 9.294794962924800785e+00
-4.244000000000008654e+00 -3.780804210526313369e+01 -1.086924631578948492e+02 -6.207349563452208008e-01 3.086427820177426451e+00 9.300096702178207053e+00
-2.271284210526328451e+00 -3.526151578947366261e+01 -1.085014105263159507e+02 -1.023639181361410522e+00 2.947735792264414734e+00 9.303041133356519055e+00
-1.115189473684222721e+00 -3.306069473684213023e+01 -1.086777473684212936e+02 -1.344775872490400204e+00 2.816398545395617514e+00 9.311516511005722307e+00
-2.662526315789591758e-01 -3.090983157894740430e+01 -1.089300631578950913e+02 -1.588400727695305603e+00 2.657472053948819912e+00 9.319136769420504507e+00
4.205052631578827804e-01 -2.896056842105267037e+01 -1.090586736842109445e+02 -1.794416456653727066e+00 2.488794432592925432e+00 9.328452153740332875e+00
9.200526315789355758e-01 -2.739552631578953878e+01 -1.092064000000004285e+02 -1.971497670980821626e+00 2.302841387693217445e+00 9.344561894863854690e+00
1.142936842105251039e+00 -2.594087368421060091e+01 -1.094186736842109013e+02 -2.145328676588925010e+00 2.144656419376355760e+00 9.362806537498695292e+00
1.378252631578937404e+00 -2.431346315789480172e+01 -1.096341684210530332e+02 -2.320071977297788024e+00 1.950503045488419129e+00 9.381076619615926759e+00
1.562494736842094722e+00 -2.279608421052637368e+01 -1.097723473684214497e+02 -2.480838675262020843e+00 1.739002715254734710e+00 9.389327071940721581e+00
1.556073684210514951e+00 -2.123302105263163853e+01 -1.101067368421054908e+02 -2.622709882844210139e+00 1.517894320715831080e+00 9.399972613750090744e+00
1.509442105263145928e+00 -1.969321052631588032e+01 -1.103230000000002349e+02 -2.745427930831747521e+00 1.311560220413578559e+00 9.411379325022322107e+00
1.371515789473672475e+00 -1.809311578947377441e+01 -1.103324526315791445e+02 -2.854868835902040658e+00 1.059069579661578109e+00 9.422237198352929610e+00
1.076736842105251668e+00 -1.636589473684218987e+01 -1.103636526315791713e+02 -2.943196985606312932e+00 7.745377849152619287e-01 9.436829638071976945e+00
7.761473684210421498e-01 -1.446262105263165765e+01 -1.104841052631580425e+02 -3.003124597933157780e+00 4.102108977323369876e-01 9.459063241919048792e+00
3.324315789473573091e-01 -1.267090526315798549e+01 -1.107392105263159578e+02 -3.033030094787959818e+00 8.474067893671553831e-02 9.474833957861559242e+00
-1.617894736842217240e-01 -1.108106315789483176e+01 -1.109462842105265565e+02 -3.055723876202423028e+00 -2.041639361420843346e-01 9.483268027836389891e+00
-5.055894736842210246e-01 -1.008144210526326390e+01 -1.112281157894739891e+02 -3.065194919929283834e+00 -3.784049959810105723e-01 9.483479351853375761e+00
-4.806000000000104633e-01 -9.615400000000116520e+00 -1.113238000000002472e+02 -3.073800769379199327e+00 -4.515782667172000830e-01 9.485828348018380041e+00
-2.796000000000002372e-01 -5.560800000000005738e+00 -1.106327999999999605e+02 -3.061999368315996062e+00 -1.283356901993597532e+00 9.443925238647189246e+00
-2.658105263157894971e-01 -3.121073684210518451e+00 -1.100973684210525789e+02 -3.047244720412269903e+00 -1.745813192126460356e+00 9.366201574953983311e+00
-4.116631578947367864e-01 2.223526315789480901e+00 -1.085548315789474572e+02 -3.008879965976316129e+00 -2.833631653760811275e+00 9.157912916401635073e+00
-6.499789473684209895e-01 6.714789473684215970e+00 -1.066838105263159235e+02 -2.975934576915265861e+00 -3.776283361402618333e+00 8.854863445368014396e+00
-1.066684210526315457e+00 1.052981052631580106e+01 -1.046739263157895437e+02 -2.955135659123937497e+00 -4.623932203666474727e+00 8.484361816496763353e+00
-1.503936842105263461e+00 1.382403157894736445e+01 -1.025168315789474036e+02 -2.938461967495009652e+00 -5.343250695503508396e+00 8.076924326095859641e+00
-1.914063157894737133e+00 1.664822105263156971e+01 -1.001522000000001213e+02 -2.919013609154338162e+00 -5.966524562565354906e+00 7.630672734362317300e+00
-2.391578947368425023e+00 1.914771578947368624e+01 -9.769705263157906927e+01 -2.901773196383305997e+00 -6.526044568024936154e+00 7.143099866963465772e+00
-2.927800000000005731e+00 2.113452631578950758e+01 -9.524472631578960602e+01 -2.895801466801898094e+00 -7.008307888012410558e+00 6.654445191873360699e+00
