-2.846523502978358291e-03 9.443375313407386118e-01 3.289658404838204930e-01
-2.212580679338214396e-01 9.209361331994321276e-01 3.208138181903490982e-01
-3.441551416265603569e-01 8.866541840705567390e-01 3.088714884254900039e-01
-4.399868834095028713e-01 8.480225045874695278e-01 2.954139030932494969e-01
-5.087817012447591880e-01 8.129792899057916022e-01 2.832063817479461565e-01
-5.752868251806875222e-01 7.724256677112996128e-01 2.690792757428150939e-01
-6.387612117934254874e-01 7.265809989342938424e-01 2.531090008194853969e-01
-6.846802428164614485e-01 6.882771361676910393e-01 2.397656124751691431e-01
-7.348279388023732928e-01 6.405028934373316885e-01 2.231231584884494357e-01
-7.816433883623441492e-01 5.890098715525842188e-01 2.051852447010797109e-01
-8.143718024595558713e-01 5.480423597830546001e-01 1.909139576934988092e-01
-8.527759790170160725e-01 4.932076488619036581e-01 1.718119457886527202e-01
-8.867745693418658259e-01 4.364766421075663150e-01 1.520493474601319894e-01
-9.164689618186808717e-01 3.778364433747665729e-01 1.316216702556841645e-01
-9.425409705296301510e-01 3.154955563088637782e-01 1.099048353004695583e-01
-9.634044280152925799e-01 2.531326482736238614e-01 8.818032920390361795e-02
-9.797827278944778451e-01 1.889291860827142233e-01 6.581465464301090862e-02
-9.891967994912166384e-01 1.384344259648191688e-01 4.822449153826970786e-02
-9.972175171390480486e-01 7.039761438453262521e-02 2.452344592423869041e-02
-9.999997115617165200e-01 7.172497864408800732e-04 2.498584150291792557e-04
-9.999976317892552702e-01 -7.159414011598278990e-04 2.055199209624972070e-03
-9.781199175291536152e-01 -6.843895163061486375e-02 1.964625583475491377e-01
-9.491541447139225651e-01 -1.035627166818813838e-01 2.972897127144672469e-01
-9.094607589944229131e-01 -1.367811833289647172e-01 3.926474700496826453e-01
-8.663220376497212660e-01 -1.643144523441804616e-01 4.716851575291159393e-01
-8.194895453765832505e-01 -1.885291568626886738e-01 5.411964911482007867e-01
-7.709186538985320913e-01 -2.095302506541667498e-01 6.014827538110109062e-01
-7.199727676840084190e-01 -2.283039799270803472e-01 6.553750884362969931e-01
-6.696202431752174000e-01 -2.443251243329015165e-01 7.013657844161452770e-01
-6.254095367482708223e-01 -2.566919936459627349e-01 7.368664273410576726e-01
-5.679399391099365646e-01 -2.707630114170866964e-01 7.772590412546849237e-01
-5.164047220765199953e-01 -2.817092794952004153e-01 8.086816709085022925e-01
-4.627736302646237032e-01 -2.916216650298045221e-01 8.371364115942788731e-01
-4.001117615389038207e-01 -3.014873458988047150e-01 8.654570807042540892e-01
-3.441328307255193675e-01 -3.088741786139695411e-01 8.866619065925787080e-01
-2.799944602486242884e-01 -3.158090178437106821e-01 9.065692287292087537e-01
-2.120273399451020335e-01 -3.214876883136892349e-01 9.228705615515776506e-01
-1.422777977555856332e-01 -3.256205134771252840e-01 9.347343523529633158e-01
-7.495447111211114843e-02 -3.280417744512417189e-01 9.416848843828726778e-01
-7.595238532859792131e-04 -3.289670783603015902e-01 9.443410848197824059e-01
-6.123232229561662830e-17 -3.289671732470283438e-01 9.443413572039824899e-01
-6.105639876209314669e-17 -3.289671732470283438e-01 9.443413572039824899e-01
-6.065519098526489836e-17 -3.289671732470283438e-01 9.443413572039824899e-01
-6.000747272102244383e-17 -3.289671732470283438e-01 9.443413572039824899e-01
-5.898703005261823314e-17 -3.289671732470283438e-01 9.443413572039824899e-01
-5.765943242939582760e-17 -3.289671732470283438e-01 9.443413572039824899e-01
-5.607674000496506476e-17 -3.289671732470283438e-01 9.443413572039824899e-01
-5.422732783600197438e-17 -3.289671732470283438e-01 9.443413572039824899e-01
-5.210737386036934039e-17 -3.289671732470282883e-01 9.443413572039824899e-01
-5.026492909715228289e-17 -3.289671732470282883e-01 9.443413572039824899e-01
-4.761016946848406524e-17 -3.289671732470282883e-01 9.443413572039824899e-01
-4.463911740937466844e-17 -3.289671732470282883e-01 9.443413572039824899e-01
-4.184935917713411418e-17 -3.289671732470282883e-01 9.443413572039824899e-01
-3.856707125063809068e-17 -3.289671732470282883e-01 9.443413572039824899e-01
-3.453503943232700482e-17 -3.289671732470282883e-01 9.443413572039824899e-01
-2.994829759878226882e-17 -3.289671732470282883e-01 9.443413572039824899e-01
-2.500131364323018503e-17 -3.289671732470282883e-01 9.443413572039824899e-01
-1.973706460757230159e-17 -3.289671732470282883e-01 9.443413572039824899e-01
-1.152794386442381818e-17 -3.289671732470282883e-01 9.443413572039824899e-01
-1.068000359422339225e-19 -3.289671732470282883e-01 9.443413572039824899e-01
-0.000000000000000000e+00 -3.282498285738607025e-01 9.445909432348116308e-01
-0.000000000000000000e+00 -2.599774263714720313e-01 9.656146942633307972e-01
-0.000000000000000000e+00 -1.996780457970400713e-01 9.798615606434794012e-01
-0.000000000000000000e+00 -1.275993843139954231e-01 9.918257897043659677e-01
-0.000000000000000000e+00 -5.626131414765539462e-02 9.984160778605174480e-01
-0.000000000000000000e+00 -3.785460069005153194e-04 9.999999283514577897e-01
-0.000000000000000000e+00 6.990571619090218958e-02 9.975536029927600801e-01
-0.000000000000000000e+00 1.401928674732746960e-01 9.901242143840442989e-01
-0.000000000000000000e+00 2.032315625862243791e-01 9.791307021888148165e-01
-0.000000000000000000e+00 2.637220850556232787e-01 9.645987050861692946e-01
-0.000000000000000000e+00 3.321854239098826489e-01 9.432141030231745438e-01
-0.000000000000000000e+00 4.015668703476037993e-01 9.158297050430450614e-01
-0.000000000000000000e+00 4.546245997054657595e-01 8.906831498028043859e-01
-0.000000000000000000e+00 5.227252578125751725e-01 8.525012051867005836e-01
-0.000000000000000000e+00 5.911618055073930567e-01 8.065529862998706001e-01
-0.000000000000000000e+00 6.594807075175724842e-01 7.517214885927645529e-01
-0.000000000000000000e+00 7.147190409365068442e-01 6.994116759983348697e-01
-0.000000000000000000e+00 7.871238491873225884e-01 6.167949789358964097e-01
-0.000000000000000000e+00 8.654880913817676324e-01 5.009294997066405797e-01
-0.000000000000000000e+00 9.436956753262180086e-01 3.308148611694964880e-01
-2.052861827580495461e-03 6.167765386201207178e-01 7.871356218378759984e-01
-1.826381155437434844e-01 5.978340116738911636e-01 7.805368750011315582e-01
-2.862334464813223178e-01 5.693885544954764288e-01 7.706277234339391491e-01
-3.667544825706717249e-01 5.373226672536519644e-01 7.594573725823853261e-01
-4.330911727131190880e-01 5.034357433071086074e-01 7.476526522916870920e-01
-4.919573025651442499e-01 4.668082496095984912e-01 7.348932375177023024e-01
